helics_simulation_time,powerOutput.real
386.0,34.43101189784224
387.0,35.18889422110013
388.0,35.946776544358
389.0,36.70465886761589
390.0,37.462541190873765
391.0,38.22042351413165
392.0,38.97830583738953
393.0,39.736188160647416
394.0,40.49407048390529
395.0,41.25195280716318
396.0,42.00983513042106
397.0,42.76771745367894
398.0,43.525599776936815
399.0,44.283482100194696
400.0,45.041364423452585
401.0,45.799246746710466
402.0,46.55712906996835
403.0,47.31501139322623
404.0,48.07289371648412
405.0,48.83077603974199
406.0,49.58865836299987
407.0,50.34654068625776
408.0,51.104423009515635
409.0,51.86230533277351
410.0,52.620187656031405
411.0,53.37806997928928
412.0,54.13595230254716
413.0,54.89383462580505
414.0,55.65171694906292
415.0,56.40959927232081
416.0,57.16748159557869
417.0,57.925363918836574
418.0,58.683246242094455
419.0,59.44112856535233
420.0,60.19901088861022
421.0,60.9568932118681
422.0,61.71477553512597
423.0,62.47265785838386
424.0,63.23054018164174
425.0,63.98842250489962
426.0,64.74630482815752
427.0,65.50418715141538
428.0,66.26206947467328
429.0,67.01995179793116
430.0,67.77783412118903
431.0,68.53571644444692
432.0,69.2935987677048
433.0,70.05148109096268
434.0,70.80936341422056
435.0,71.56724573747844
436.0,72.32512806073632
437.0,73.08301038399419
438.0,73.8408927072521
439.0,74.59877503050997
440.0,75.35665735376784
441.0,76.11453967702573
442.0,76.87242200028362
443.0,77.6303043235415
444.0,78.38818664679938
445.0,79.14606897005726
446.0,79.90395129331515
447.0,80.66183361657302
448.0,81.4197159398309
449.0,82.17759826308878
450.0,82.93548058634666
451.0,83.69336290960455
452.0,84.45124523286243
453.0,85.20912755612032
454.0,85.9670098793782
455.0,86.72489220263608
456.0,87.48277452589393
457.0,88.24065684915183
458.0,88.99853917240972
459.0,89.75642149566761
460.0,90.5143038189255
461.0,91.27218614218336
462.0,92.03006846544125
463.0,92.7879507886991
464.0,93.54583311195701
465.0,94.3037154352149
466.0,95.06159775847279
467.0,95.81948008173065
468.0,96.57736240498853
469.0,97.33524472824642
470.0,98.09312705150431
471.0,98.85100937476219
472.0,99.60889169802006
473.0,100.36677402127796
474.0,101.12465634453582
475.0,101.88253866779371
476.0,102.6404209910516
477.0,103.39830331430949
478.0,104.15618563756735
479.0,104.91406796082525
480.0,105.67195028408312
481.0,106.42983260734098
482.0,106.46572830391304
483.0,106.50162400048507
484.0,106.53751969705712
485.0,106.57341539362915
486.0,106.6093110902012
487.0,106.64520678677323
488.0,106.68110248334528
489.0,106.71699817991733
490.0,106.75289387648937
491.0,106.78878957306141
492.0,106.82468526963346
493.0,106.86058096620549
494.0,106.89647666277754
495.0,106.93237235934957
496.0,106.96826805592163
497.0,107.00416375249367
498.0,107.04005944906571
499.0,107.07595514563775
500.0,107.11185084220979
501.0,107.14774653878183
502.0,107.18364223535387
503.0,107.21953793192591
504.0,107.25543362849795
505.0,107.29132932507
506.0,107.32722502164204
507.0,107.36312071821408
508.0,107.39901641478612
509.0,107.43491211135816
510.0,107.4708078079302
511.0,107.50670350450224
512.0,107.54259920107428
513.0,107.57849489764634
514.0,107.61439059421836
515.0,107.65028629079042
516.0,107.68618198736245
517.0,107.7220776839345
518.0,107.75797338050653
519.0,107.79386907707858
520.0,107.82976477365061
521.0,107.86566047022266
522.0,107.90155616679469
523.0,107.93745186336675
524.0,107.97334755993877
525.0,108.00924325651083
526.0,108.04513895308285
527.0,108.08103464965491
528.0,108.11693034622694
529.0,108.15282604279899
530.0,108.18872173937102
531.0,108.2246174359431
532.0,108.26051313251513
533.0,108.29640882908718
534.0,108.33230452565921
535.0,108.36820022223127
536.0,108.40409591880329
537.0,108.43999161537535
538.0,108.47588731194737
539.0,108.51178300851943
540.0,108.54767870509146
541.0,108.58357440166351
542.0,108.61947009823552
543.0,108.6553657948076
544.0,108.6912614913796
545.0,108.72715718795168
546.0,108.76305288452369
547.0,108.79894858109576
548.0,108.83484427766777
549.0,108.87073997423984
550.0,108.90663567081185
551.0,108.94253136738392
552.0,108.97842706395596
553.0,109.014322760528
554.0,109.05021845710004
555.0,109.08611415367209
556.0,109.12200985024413
557.0,109.15790554681617
558.0,109.19380124338821
559.0,109.22969693996025
560.0,109.26559263653229
561.0,109.30148833310433
562.0,109.33738402967637
563.0,109.37327972624841
564.0,109.40917542282045
565.0,109.4450711193925
566.0,109.48096681596454
567.0,109.51686251253658
568.0,109.55275820910862
569.0,109.58865390568066
570.0,109.62454960225271
571.0,109.66044529882475
572.0,109.6963409953968
573.0,109.73223669196884
574.0,109.76813238854088
575.0,109.80402808511292
576.0,109.83992378168496
577.0,109.875819478257
578.0,109.91171517482906
579.0,109.94761087140108
580.0,109.98350656797314
581.0,110.01940226454516
582.0,110.05529796111722
583.0,110.09119365768925
584.0,110.1270893542613
585.0,110.16298505083333
586.0,110.19888074740538
587.0,110.23477644397741
588.0,110.27067214054946
589.0,110.30656783712149
590.0,110.34246353369355
591.0,110.37835923026557
592.0,110.41425492683763
593.0,110.45015062340967
594.0,110.48604631998171
595.0,110.52194201655375
596.0,110.55783771312579
597.0,110.59373340969783
598.0,110.62962910626987
599.0,110.66552480284192
600.0,110.70142049941396
601.0,110.737316195986
602.0,110.32168029216027
603.0,109.90604438833452
604.0,109.4904084845088
605.0,109.07477258068307
606.0,108.65913667685734
607.0,108.24350077303161
608.0,107.82786486920588
609.0,107.41222896538014
610.0,106.9965930615544
611.0,106.58095715772869
612.0,106.16532125390296
613.0,105.74968535007721
614.0,105.33404944625148
615.0,104.91841354242575
616.0,104.50277763860002
617.0,104.08714173477428
618.0,103.67150583094856
619.0,103.25586992712283
620.0,102.8402340232971
621.0,102.42459811947137
622.0,102.00896221564562
623.0,101.59332631181992
624.0,101.17769040799416
625.0,100.76205450416843
626.0,100.34641860034272
627.0,99.93078269651697
628.0,99.51514679269124
629.0,99.0995108888655
630.0,98.6838749850398
631.0,98.26823908121405
632.0,97.85260317738832
633.0,97.43696727356259
634.0,97.02133136973686
635.0,96.60569546591113
636.0,96.1900595620854
637.0,95.77442365825966
638.0,95.35878775443393
639.0,94.94315185060819
640.0,94.52751594678247
641.0,94.11188004295671
642.0,93.69624413913101
643.0,93.28060823530527
644.0,92.86497233147954
645.0,92.4493364276538
646.0,92.03370052382807
647.0,91.61806462000234
648.0,91.2024287161766
649.0,90.7867928123509
650.0,90.37115690852515
651.0,89.95552100469942
652.0,89.53988510087368
653.0,89.12424919704797
654.0,88.70861329322221
655.0,88.2929773893965
656.0,87.87734148557075
657.0,87.46170558174502
658.0,87.04606967791929
659.0,86.63043377409356
660.0,86.21479787026784
661.0,85.79916196644211
662.0,85.38352606261637
663.0,84.96789015879064
664.0,84.55225425496491
665.0,84.13661835113918
666.0,83.72098244731345
667.0,83.30534654348769
668.0,82.889710639662
669.0,82.47407473583624
670.0,82.05843883201052
671.0,81.64280292818476
672.0,81.22716702435905
673.0,80.81153112053332
674.0,80.39589521670759
675.0,79.98025931288186
676.0,79.56462340905613
677.0,79.1489875052304
678.0,78.73335160140465
679.0,78.31771569757892
680.0,77.9020797937532
681.0,77.48644388992747
682.0,77.07080798610173
683.0,76.65517208227601
684.0,76.23953617845027
685.0,75.82390027462455
686.0,75.4082643707988
687.0,74.99262846697309
688.0,74.57699256314734
689.0,74.16135665932161
690.0,73.74572075549587
691.0,73.33008485167016
692.0,72.91444894784442
693.0,72.49881304401869
694.0,72.08317714019296
695.0,71.66754123636721
696.0,71.2519053325415
697.0,70.83626942871575
698.0,70.42063352489004
699.0,70.00499762106429
700.0,69.58936171723857
701.0,69.17372581341284
702.0,68.7580899095871
703.0,68.34245400576137
704.0,67.92681810193565
705.0,67.5111821981099
706.0,67.09554629428416
707.0,66.67991039045845
708.0,66.26427448663271
709.0,65.84863858280698
710.0,65.43300267898124
711.0,65.01736677515552
712.0,64.60173087132979
713.0,64.18609496750406
714.0,63.77045906367832
715.0,63.35482315985259
716.0,62.93918725602687
717.0,62.52355135220113
718.0,62.1079154483754
719.0,61.69227954454966
720.0,61.27664364072394
721.0,60.8610077368982
722.0,60.49941644922299
723.0,60.13782516154778
724.0,59.77623387387258
725.0,59.41464258619735
726.0,59.05305129852214
727.0,58.69146001084693
728.0,58.32986872317172
729.0,57.96827743549652
730.0,57.60668614782129
731.0,57.245094860146075
732.0,56.88350357247087
733.0,56.52191228479566
734.0,56.160320997120444
735.0,55.79872970944524
736.0,55.43713842177003
737.0,55.07554713409482
738.0,54.7139558464196
739.0,54.35236455874439
740.0,53.99077327106918
741.0,53.62918198339397
742.0,53.26759069571875
743.0,52.90599940804354
744.0,52.544408120368324
745.0,52.18281683269312
746.0,51.82122554501792
747.0,51.45963425734271
748.0,51.09804296966749
749.0,50.73645168199227
750.0,50.37486039431706
751.0,50.01326910664185
752.0,49.65167781896664
753.0,49.29008653129142
754.0,48.92849524361621
755.0,48.56690395594101
756.0,48.2053126682658
757.0,47.84372138059058
758.0,47.48213009291537
759.0,47.120538805240166
760.0,46.75894751756495
761.0,46.39735622988973
762.0,46.03576494221451
763.0,45.67417365453931
764.0,45.3125823668641
765.0,44.95099107918889
766.0,44.58939979151367
767.0,44.22780850383846
768.0,43.86621721616326
769.0,43.50462592848804
770.0,43.14303464081283
771.0,42.78144335313762
772.0,42.41985206546241
773.0,42.0582607777872
774.0,41.69666949011199
775.0,41.33507820243676
776.0,40.97348691476156
777.0,40.61189562708635
778.0,40.25030433941113
779.0,39.88871305173592
780.0,39.52712176406071
781.0,39.1655304763855
782.0,38.80393918871029
783.0,38.44234790103508
784.0,38.08075661335987
785.0,37.719165325684656
786.0,37.35757403800944
787.0,36.995982750334235
788.0,36.63439146265902
789.0,36.27280017498381
790.0,35.91120888730859
791.0,35.54961759963338
792.0,35.18802631195817
793.0,34.82643502428296
794.0,34.46484373660775
795.0,34.103252448932544
796.0,33.741661161257326
797.0,33.38006987358211
798.0,33.0184785859069
799.0,32.65688729823169
800.0,32.29529601055648
801.0,31.93370472288126
802.0,31.572113435206052
803.0,31.210522147530842
804.0,30.848930859855635
805.0,30.487339572180417
806.0,30.12574828450521
807.0,29.76415699683
808.0,35.53589421186529
809.0,246.22693339287488
810.0,352.0309956620372
811.0,366.4790449343824
812.0,380.68154337195443
813.0,394.64446043731147
814.0,408.37064265631034
815.0,421.86362881998855
816.0,435.12763139781106
817.0,448.1663513512628
818.0,460.9834961162305
819.0,473.58272951877916
820.0,485.9676835534801
821.0,498.14195425292047
822.0,510.1089381168212
823.0,521.872242314559
824.0,533.4350306615107
825.0,544.8008382136061
826.0,555.9727229367812
827.0,566.9540350668793
828.0,577.7478186699708
829.0,588.3571158046443
830.0,598.7851188058221
831.0,609.0349128687042
832.0,619.1091420266515
833.0,629.010919584837
834.0,638.743162171898
835.0,648.3086226414963
836.0,657.7099810387139
837.0,666.9500229300274
838.0,676.0314211525435
839.0,684.9567653757804
840.0,693.728634106859
841.0,702.3495454791199
842.0,711.1721982863264
843.0,719.8553000886637
844.0,728.3958214116946
845.0,736.8130083286311
846.0,745.5551778442626
847.0,754.1527737307708
848.0,762.6081624474606
849.0,770.9236937207647
850.0,779.1017319897754
851.0,787.1446743049818
852.0,795.0548557166279
853.0,802.8340078702005
854.0,810.4841910338539
855.0,818.0005076705921
856.0,825.3983845176697
857.0,832.6749040665276
858.0,839.8314117307399
859.0,846.8696416233004
860.0,853.7915093535465
861.0,860.5995209027593
862.0,867.2941847049588
863.0,873.8783526714715
864.0,880.3530913553265
865.0,886.7205880718948
866.0,892.9825978416194
867.0,899.1408945067915
868.0,905.1972887256702
869.0,911.1532690129
870.0,917.0104016320388
871.0,922.7705871267153
872.0,928.4355948377764
873.0,934.0071941060711
874.0,939.4859889156694
875.0,944.874017198569
876.0,950.1730334329061
877.0,955.3846688637294
878.0,960.5103897417731
879.0,965.5506300940087
880.0,970.5075499116192
881.0,975.3826385791181
882.0,980.1773854810187
883.0,984.8928361575421
884.0,989.5298475819743
885.0,994.090223907256
886.0,998.5753306803844
887.0,1002.9865334483544
888.0,1007.3245133699904
889.0,1011.5905206689667
890.0,1015.7860328189857
891.0,1019.9123082840537
892.0,1023.9706055281794
893.0,1027.9612648717564
894.0,1031.885897619143
895.0,1035.7456873900649
896.0,1039.5417970576784
897.0,1043.2752175813157
898.0,1046.9464677461795
899.0,1050.5570036325632
900.0,1054.1079005517818
901.0,1057.60023381515
902.0,1061.0347126356373
903.0,1064.4121055043445
904.0,1067.7336544843076
905.0,1071.0003538276142
906.0,1074.2131977863535
907.0,1077.3726197703122
908.0,1080.479651385125
909.0,1083.5353205123233
910.0,1086.5405462519
911.0,1089.4962128427042
912.0,1092.4025908525318
913.0,1095.2608797303153
914.0,1098.0719289904935
915.0,1100.8365881475045
916.0,1103.5555259644927
917.0,1106.229193553005
918.0,1108.8586292268317
919.0,1111.4446181480896
920.0,1113.8721144828078
921.0,1115.8042360251568
922.0,1117.1971413418858
923.0,1118.0529221296752
924.0,1118.3759418927918
925.0,1093.7867500571535
926.0,1062.2187418996236
927.0,1030.6669536643567
928.0,999.1914376284042
929.0,967.8599711555356
930.0,936.7361463985605
931.0,905.8757670335797
932.0,875.3362767557148
933.0,845.1794484428162
934.0,815.4597584240105
935.0,786.2317674059794
936.0,757.5421446049783
937.0,729.8065751906831
938.0,703.8510112252378
939.0,678.53909361055
940.0,653.9141676811479
941.0,630.0166374198265
942.0,606.8852200116025
943.0,584.5557371733773
944.0,563.0575671624459
945.0,542.4214946001615
946.0,522.6708667795239
947.0,503.8263466839027
948.0,485.90739500904436
949.0,468.92474679135336
950.0,452.8950023441347
951.0,437.82483322379557
952.0,423.7210429857732
953.0,410.590246701584
954.0,398.43306876428966
955.0,387.250497844702
956.0,377.0301624553704
957.0,367.75775108438023
958.0,359.42209644069004
959.0,352.02727180525585
960.0,345.5578710617681
961.0,339.9840134600209
962.0,335.26723120123825
963.0,315.59913173336184
964.0,282.1569300091098
965.0,252.77972662605262
966.0,235.55258155759867
967.0,233.1193483234233
968.0,244.71836221983858
969.0,266.1252560599134
970.0,288.1472729088181
971.0,301.4752562642329
972.0,301.4326035994947
973.0,285.45675708073367
974.0,254.0020171369589
975.0,238.2296829600603
976.0,246.69216300176276
977.0,256.54069924932014
978.0,267.71728163450973
979.0,280.0315416297384
980.0,293.0495211014697
981.0,306.14582357736367
982.0,318.38295375937815
983.0,328.4466229517765
984.0,334.53894418070865
985.0,336.48745836805176
986.0,338.36871638797896
987.0,340.4027425699364
988.0,342.5903172604713
989.0,344.93223116490503
990.0,347.4287032174851
991.0,350.0797235252972
992.0,352.8852393810582
993.0,355.8447416784377
994.0,358.9570265721747
995.0,362.2216427386171
996.0,365.6374434304003
997.0,369.20250498129036
998.0,372.9161918361871
999.0,376.77486559644836
1000.0,380.7772978428226
1001.0,384.92180582120574
1002.0,389.21459494880565
1003.0,393.63734541127144
1004.0,398.19248672236625
1005.0,402.8760865205939
1006.0,407.6874868786315
1007.0,412.62053386159806
1008.0,417.6758418935803
1009.0,422.84470773803537
1010.0,428.1288263310814
1011.0,433.5190674273366
1012.0,439.01592896240186
1013.0,444.6090513349724
1014.0,450.29972882757596
1015.0,456.08580107372603
1016.0,461.9557271759991
1017.0,467.9095657724177
1018.0,473.94357849020474
1019.0,480.05021733475286
1020.0,486.22500739321816
1021.0,492.46386264209747
1022.0,498.7610593718326
1023.0,505.11082270696465
1024.0,511.5085512480535
1025.0,517.9488974261834
1026.0,524.4260006229916
1027.0,530.9348714659003
1028.0,537.4701828390345
1029.0,544.0260985810746
1030.0,550.5974197934146
1031.0,557.1787379851926
1032.0,563.764388022328
1033.0,570.348923170406
1034.0,576.9269105651787
1035.0,583.4928799156534
1036.0,590.041361331504
1037.0,596.5669106367259
1038.0,603.0641481439928
1039.0,609.5275742136973
1040.0,615.9517416409062
1041.0,622.3312055327017
1042.0,628.6605233081824
1043.0,634.9348683315818
1044.0,641.1489287429381
1045.0,647.2972407476591
1046.0,653.3745412600115
1047.0,659.3755856602904
1048.0,665.2953350043011
1049.0,671.129897476278
1050.0,676.8736083578532
1051.0,682.5215623860354
1052.0,688.0688993505672
1053.0,693.5108040939235
1054.0,698.8433863824116
1055.0,704.0624029956801
1056.0,709.1630216257367
1057.0,714.1409008249573
1058.0,718.9917723306879
1059.0,723.7114961989413
1060.0,728.2973569283987
1061.0,732.7447956695127
1062.0,737.1119624274406
1063.0,741.5136875265154
1064.0,745.7574141210554
1065.0,749.8401263922409
1066.0,753.7589338264096
1067.0,757.5101976815832
1068.0,761.0908546417105
1069.0,764.4979702123854
1070.0,767.7287387208479
1071.0,770.7812459696904
1072.0,773.6529261223096
1073.0,776.3416007068325
1074.0,778.8452959205115
1075.0,781.1623256692172
1076.0,783.2910327681152
1077.0,785.2299832763613
1078.0,786.9778950388858
1079.0,788.5335626824673
1080.0,789.8960797716867
1081.0,791.064660480241
1082.0,792.0098126788669
1083.0,792.7694896268044
1084.0,793.3344179929617
1085.0,793.7041838356682
1086.0,793.8790312632763
1087.0,789.0221244102129
1088.0,777.1065121679432
1089.0,765.0819706759615
1090.0,752.9577019726136
1091.0,740.7723197841538
1092.0,728.9499164005441
1093.0,717.3956595933448
1094.0,705.8708214477278
1095.0,694.4034113032428
1096.0,683.018536117511
1097.0,671.7451180911438
1098.0,660.6141101481446
1099.0,649.6495548940156
1100.0,638.8696079705327
1101.0,628.2986255931878
1102.0,617.9518981277802
1103.0,607.8583591759564
1104.0,598.03513941039
1105.0,588.5046927808742
1106.0,579.2829874660115
1107.0,570.3797891572311
1108.0,561.8123158529928
1109.0,553.5933603730821
1110.0,545.7313479023311
1111.0,538.2210004260673
1112.0,531.0781227006165
1113.0,524.327926577514
1114.0,517.966164465644
1115.0,511.9553787504972
1116.0,506.31484832275197
1117.0,501.1027615406213
1118.0,496.30886140132395
1119.0,491.8518966512327
1120.0,487.78271027571543
1121.0,484.0996254084687
1122.0,480.7955371736166
1123.0,477.86037143533173
1124.0,475.28852401238026
1125.0,473.072964179249
1126.0,471.20667275151686
1127.0,469.68259443614653
1128.0,468.49069023342406
1129.0,467.62428378211496
1130.0,467.07482950930415
1131.0,466.82511081542714
1132.0,466.86845128889
1133.0,467.19303992182137
1134.0,467.77941672183175
1135.0,468.61847172255654
1136.0,469.6942698878655
1137.0,470.9838112772028
1138.0,472.47538645519813
1139.0,473.9238029305752
1140.0,474.1358717646925
1141.0,474.1029866143024
1142.0,474.1607202618225
1143.0,474.28895029428105
1144.0,474.491590352981
1145.0,474.7132510593134
1146.0,474.9700293423953
1147.0,475.26962606676346
1148.0,475.61567606336547
1149.0,476.01030979785486
1150.0,476.4547993730048
