helics_simulation_time,gridP,cooSea,T_DHWSetpoint,TimeOfDay,Occupation[1],TSetPoiZon[1],TSetPoiZonSelCon[1],Occupation[2],TSetPoiZon[2],TSetPoiZonSelCon[2],Occupation[3],TSetPoiZon[3],TSetPoiZonSelCon[3]
8340.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8350.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8360.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8370.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8380.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8390.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8400.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8410.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8420.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8430.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8440.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8450.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8460.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8470.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8480.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8490.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8500.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8510.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8520.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8530.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8540.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8550.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8560.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8570.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8580.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8590.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8600.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8610.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8620.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8630.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8640.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8650.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8660.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8670.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8680.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8690.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8700.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8710.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8720.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8730.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8740.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8750.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8760.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8770.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8780.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8790.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8800.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8810.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8820.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8830.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8840.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8850.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8860.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8870.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8880.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8890.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8900.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8910.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8920.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8930.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8940.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8950.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8960.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8970.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8980.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
8990.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9000.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9010.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9020.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9030.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9040.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9050.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9060.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9070.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9080.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9090.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9100.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9110.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9120.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9130.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9140.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9150.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9160.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9170.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9180.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9190.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9200.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9210.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9220.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9230.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9240.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9250.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9260.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9270.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9280.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9290.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9300.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9310.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9320.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9330.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9340.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9350.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9360.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9370.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9380.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9390.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9400.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9410.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9420.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9430.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9440.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9450.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9460.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9470.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9480.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9490.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9500.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9510.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9520.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9530.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9540.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9550.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9560.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9570.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9580.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9590.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9600.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9610.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9620.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9630.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9640.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9650.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9660.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9670.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9680.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9690.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9700.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9710.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9720.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9730.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9740.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9750.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9760.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9770.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9780.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9790.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9800.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9810.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9820.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9830.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9840.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9850.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9860.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9870.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9880.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9890.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9900.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9910.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9920.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9930.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9940.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9950.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9960.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9970.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9980.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
9990.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10000.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10010.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10020.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10030.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10040.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10050.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10060.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10070.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10080.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10090.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10100.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10110.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10120.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10130.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10140.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10150.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10160.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10170.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10180.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10190.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10200.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10210.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10220.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10230.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10240.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10250.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10260.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10270.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10280.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10290.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10300.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10310.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10320.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10330.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10340.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10350.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10360.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10370.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10380.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10390.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10400.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10410.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10420.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10430.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10440.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10450.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10460.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10470.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10480.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10490.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10500.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10510.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10520.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10530.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10540.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10550.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10560.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10570.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10580.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10590.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10600.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10610.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10620.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10630.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10640.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10650.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10660.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10670.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10680.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10690.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10700.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10710.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10720.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10730.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10740.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10750.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10760.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10770.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10780.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10790.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10800.0,0.0,False,325.15,2,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10810.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10820.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10830.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10840.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10850.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10860.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10870.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10880.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10890.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10900.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10910.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10920.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10930.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
10940.0,0.0,False,325.15,3,0.0,291.15,294.15,1.0,293.15,294.15,0.0,283.15,294.15
