helics_simulation_time,heatPump.ElectricalConsumption_HeatPump,heatPump.T_Return,heatPump.QflowHPvol,heatPump.StandbyHeatLoss,heatPump.COP,apartment.DayZon.TRooAir,apartment.DayZon.occupation,thermostatDayZ.TSetHea.y[1],apartment.DayZon.RadiantSlab.surf_a.Q_flow,apartment.DayZon.RHroom,apartment.NigZone.TRooAir,apartment.NigZone.occupation,thermostatNigZ.TSetHea.y[1],apartment.NigZone.RadiantSlab.surf_a.Q_flow,apartment.NigZone.RHroom,apartment.Bathroom.TRooAir,apartment.Bathroom.occupation,thermostatBathroom.TSetHea.y[1],apartment.Bathroom.RadiantSlab.surf_a.Q_flow,apartment.Bathroom.RHroom
8640030.0,0.0,-1,0.0,33.60441682098765,0.0,293.02378807683203,0.0,291.15,-16.345990592254456,69.64508072275062,293.05904520679564,1.0,293.15,-0.06639659525330543,69.51782772364945,293.04876191161,0.0,283.15,-0.34390681846079213,69.53944930241852
8640060.0,0.0,-1,0.0,33.60877901234569,0.0,292.99843649173346,0.0,291.15,-16.98196645913348,69.730914739355,293.0671376890928,1.0,293.15,0.06051991794335443,69.48375871541569,293.04813054996686,0.0,283.15,-0.34739820295061663,69.52067525599318
8640090.0,0.0,-1,0.0,33.61308749999996,0.0,292.97443855384324,0.0,291.15,-17.618068655765672,69.81135650907648,293.07497354498145,1.0,293.15,0.17790143716841555,69.45080043921365,293.0478493122932,0.0,283.15,-0.3498456476448592,69.50071715773261
8640120.0,0.0,-1,0.0,33.61734320987655,0.0,292.95153358505195,0.0,291.15,-18.253868367139745,69.88732667234687,293.0823494748959,1.0,293.15,0.2817488773438761,69.41964496224978,293.0476061709036,0.0,283.15,-0.3529292015207733,69.48073365053884
8640150.0,0.0,-1,0.0,33.62154706790125,0.0,292.9296947479256,0.0,291.15,-18.886038183936574,69.95892360495426,293.0892984532834,1.0,293.15,0.371921034349862,69.39015204579133,293.04739780894874,0.0,283.15,-0.35695438422002296,69.4607383332119
8640180.0,0.0,-1,0.0,33.62569999999997,0.0,292.90889059317755,0.0,291.15,-19.512594757281967,70.02626729003511,293.09585136320516,1.0,293.15,0.44835050936647747,69.3621909708478,293.0472215156893,0.0,283.15,-0.36219668512370096,69.44074227171707
8640210.0,0.0,-1,0.0,33.629802932098755,0.0,292.8890869858111,0.0,291.15,-20.132298420225062,70.08949093988186,293.1020367775734,1.0,293.15,0.5110892150204016,69.33564116594593,293.0470748636489,0.0,283.15,-0.3688839591850914,69.4207553435578
8640240.0,0.0,-1,0.0,33.633856790123446,0.0,292.87024779186214,0.0,291.15,-20.74433529391052,70.14873791225233,293.10788124846647,1.0,293.15,0.5603247084759797,69.31039098570278,293.0469556830936,0.0,283.15,-0.37719019852023333,69.40078629171754
8640270.0,0.0,-1,0.0,33.63786249999998,0.0,292.8523358527557,0.0,291.15,-21.348137813227453,70.20415744676299,293.11340942513687,1.0,293.15,0.5963669164104957,69.28633712907178,293.0468620418896,0.0,283.15,-0.3872382336930959,69.38084284059704
8640300.0,0.0,-1,0.0,33.6418209876543,0.0,292.83531330596105,0.0,291.15,-21.943293213002743,70.25590312745547,293.118644286509,1.0,293.15,0.6196323690849805,69.26338366739843,293.0467922130893,0.0,283.15,-0.3991043537127526,69.36093178112984
8640330.0,0.0,-1,0.0,33.64573317901234,0.0,292.8191424850663,0.0,291.15,-22.52948425213127,70.30412897053814,293.1236071790948,1.0,293.15,0.6306157038016575,69.24144175701224,293.04674465928576,0.0,283.15,-0.41282621970293004,69.34105912235894
8640360.0,0.0,-1,0.0,33.649599999999964,0.0,292.80378597287336,0.0,291.15,-23.106463737548246,70.34898903246297,293.1283180407752,1.0,293.15,0.6298728375129965,69.22042871499355,293.0467180031873,0.0,283.15,-0.42840835481350076,69.32123016300076
8640390.0,0.0,-1,0.0,33.653422376543176,0.0,292.7892070007588,0.0,291.15,-23.674035609360303,70.39063560477885,293.1327955226086,1.0,293.15,0.6179995786356383,69.20026744442667,293.0467110096377,0.0,283.15,-0.44582857668154063,69.30144959688565
8640420.0,0.0,-1,0.0,33.657201234567914,0.0,292.7753694168166,0.0,291.15,-24.232049661578245,70.42921919702106,293.1370572132223,1.0,293.15,0.5956169000159797,69.1808855096675,293.04672256175496,0.0,283.15,-0.4650427331364078,69.28172156178415
8640450.0,0.0,-1,0.0,33.66093749999997,0.0,292.76223818804345,0.0,291.15,-24.780388375505478,70.46488634747497,293.1411197599655,1.0,293.15,0.563350892293224,69.16221451652575,293.0467516535547,0.0,283.15,-0.48599028192899457,69.26204975317846
8640480.0,0.0,-1,0.0,33.66463209876542,0.0,292.7497792739223,0.0,291.15,-25.318966718063862,70.49778002515065,293.1449992108045,1.0,293.15,0.5218205429385137,69.14418869122636,293.0467973718198,0.0,283.15,-0.5085974995816871,69.24243744791431
8640510.0,0.0,-1,0.0,33.668285956790136,0.0,292.73795981242,0.0,291.15,-25.84772653064683,70.52803876670419,293.14871153764153,1.0,293.15,0.47161870940905537,69.12674260339898,293.0468588889663,0.0,283.15,-0.5327810448327295,69.2228875620509
8640540.0,0.0,-1,0.0,33.67189999999997,0.0,292.7267479902816,0.0,291.15,-26.36663807032351,70.55579710700866,293.1522743615831,1.0,293.15,0.4132775264550119,69.1098038286959,293.0469354539854,0.0,283.15,-0.5584502799364388,69.2034026369615
8640570.0,0.0,-1,0.0,33.67547515432102,0.0,292.7161133579141,0.0,291.15,-26.875690918415458,70.5811842235923,293.15569890619554,1.0,293.15,0.3473237961891513,69.09332729700644,293.0470263925881,0.0,283.15,-0.5855101606133477,69.18398491875912
8640600.0,0.0,-1,0.0,33.679012345678984,0.0,292.7060266007367,0.0,291.15,-27.374897940497824,70.60432481142904,293.1589815267479,1.0,293.15,0.27422658112420173,69.0773315280132,293.0471310385728,0.0,283.15,-0.6138629215995759,69.16463659932877
8640630.0,0.0,-1,0.0,33.68251250000003,0.0,292.6964596164721,0.0,291.15,-27.864291565262775,70.62533871666207,293.1621233187871,1.0,293.15,0.19384015410749988,69.06181469068684,293.04724871943466,0.0,283.15,-0.6434098248163691,69.14535990410612
8640660.0,0.0,-1,0.0,33.68597654320986,0.0,292.6873853806247,0.0,291.15,-28.343925393032876,70.64434141270618,293.1651284760421,1.0,293.15,0.10562905020795199,69.04676169465468,293.0473787713556,0.0,283.15,-0.6740520584311274,69.12615697579726
8640690.0,0.0,-1,0.0,33.68940540123458,0.0,292.6787781646715,0.0,291.15,-28.81386587750585,70.6614430860788,293.16800077899126,1.0,293.15,0.015209761385305498,69.03215914314208,293.0475205505214,0.0,283.15,-0.7056920387413039,69.10702990377476
8640720.0,0.0,-1,0.0,33.692800000000034,0.0,292.67061336184116,0.0,291.15,-29.27419486640867,70.67674929558603,293.1707435134632,1.0,293.15,-0.07764932603592811,69.01799572428516,293.0476734243428,0.0,283.15,-0.7382339590676126,69.08798070942123
8640750.0,0.0,-1,0.0,33.69616126543208,0.0,292.6628675313318,0.0,291.15,-29.725005929535982,70.69036076887149,293.17336061076236,1.0,293.15,-0.1729881077938238,69.00425731680423,293.0478367745543,0.0,283.15,-0.7715844768040334,69.06901135843401
8640780.0,0.0,-1,0.0,33.69949012345675,0.0,292.6555182515601,0.0,291.15,-30.166406677299772,70.70237395190266,293.1758563628129,1.0,293.15,-0.27069562145774917,68.99092825044377,293.048009996315,0.0,283.15,-0.8056530759599505,69.05012371397132
8640810.0,0.0,-1,0.0,33.702787500000035,0.0,292.6485442675092,0.0,291.15,-30.598511504605817,70.71288041941023,293.1782352019659,1.0,293.15,-0.3706024951725748,68.97799218564508,293.0481925034991,0.0,283.15,-0.8403525544312744,69.03131959005445
8640840.0,0.0,-1,0.0,33.706054320987654,0.0,292.6419253371935,0.0,291.15,-31.02144413971449,70.72196746090324,293.1805016455105,1.0,293.15,-0.4725118284160672,68.96543239194389,293.04838372634543,0.0,283.15,-0.8755991744186716,69.01260071064205
8640870.0,0.0,-1,0.0,33.70929151234569,0.0,292.63564224920395,0.0,291.15,-31.435334586654342,70.72971800767473,293.18266020991666,1.0,293.15,-0.5762140586429485,68.95323209442935,293.04858311295436,0.0,283.15,-0.9113128581941933,68.99396872820202
8640900.0,0.0,-1,0.0,33.71250000000001,0.0,292.6296766901901,0.0,291.15,-31.840321603624247,70.73621113464242,293.1847153974077,1.0,293.15,-0.6814949414218283,68.94137456755936,293.0487901273218,0.0,283.15,-0.9474173041335047,68.97542518274976
