helics_simulation_time,Occupation[1],Occupation[2],Occupation[3],CooSea,TSetPoint[1],TSetPoint[2],TSetPoint[3],TSetPointZonSelCol[1],TSetPointZonSelCol[2],TSetPointZonSelCol[3],TSetDHWSelCon,TSetDHW
5760.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
5820.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
5880.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
5940.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6000.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6060.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6120.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6180.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6240.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6300.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6360.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6420.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6480.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6540.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6600.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6660.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6720.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6780.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6840.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6900.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
6960.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7020.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7080.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7140.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7200.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7260.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7320.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7380.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7440.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7500.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7560.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7620.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7680.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7740.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7800.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7860.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7920.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
7980.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8040.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8100.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8160.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8220.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8280.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8340.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8400.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8460.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8520.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8580.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8640.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8700.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8760.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8820.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8880.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
8940.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9000.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9060.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9120.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9180.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9240.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9300.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9360.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9420.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9480.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9540.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9600.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9660.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9720.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9780.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9840.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9900.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
9960.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10020.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10080.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10140.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10200.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10260.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10320.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10380.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10440.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10500.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10560.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10620.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10680.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10740.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10800.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10860.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10920.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
10980.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11040.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11100.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11160.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11220.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11280.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11340.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11400.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11460.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11520.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11580.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11640.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11700.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11760.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11820.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11880.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
11940.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12000.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12060.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12120.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12180.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12240.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12300.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12360.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12420.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12480.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12540.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12600.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12660.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12720.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12780.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12840.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12900.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
12960.0,0.0,1.0,0.0,False,291.15,293.15,283.15,294.15,294.15,294.15,328.15,325.15
